id,brand,name,display_size,main_camera,selfie_camera,chipset,storage_and_ram,battary,price
2147,LG,G3 A,"['5.2', 'inches,', '74.5', 'cm2']","['Single', '13', 'MP,', '1/3"",', 'Laser', 'AF,', 'OIS']","['Single', '2.1', 'MP']","['Qualcomm', 'Snapdragon', '800', '(28', 'nm)']","['32GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '2610', 'mAh', 'battery']","['About', '300', 'EUR']"
2148,LG,G3 Dual-LTE,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', '1/3"",', 'PDAF,', 'Laser', 'AF,', 'OIS']","['Single', '2.1', 'MP']","['Qualcomm', 'MSM8975AC', 'Snapdragon', '801', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']","['About', '360', 'EUR']"
2149,LG,G3 LTE-A,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', '1/3"",', 'PDAF,', 'Laser', 'AF,', 'OIS']","['Single', '2.1', 'MP']","['Qualcomm', 'APQ8084', 'Snapdragon', '805', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2150,LG,G3 S,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'Laser', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'MSM8926', 'Snapdragon', '400', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2540', 'mAh', 'battery']",NaN
2151,LG,G3 S Dual,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'Snapdragon', '400', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2540', 'mAh', 'battery']",NaN
2152,LG,G3 Screen,"['5.9', 'inches,', '96.0', 'cm2']","['Single', '13', 'MP,', '1/3"",', 'AF,', 'OIS']","['Single', '2.1', 'MP']","['LG', 'Nuclun']","['32GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2153,LG,G3 Stylus,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'f/2.4,', 'AF']","['Single', '1.3', 'MP']","['Mediatek', 'MT6582', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2154,LG,G350,"['3.0', 'inches,', '27.9', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2155,LG,G360,"['3.0', 'inches,', '27.9', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2156,LG,G4,"['5.5', 'inches,', '82.2', 'cm2']","['Single', '16', 'MP,', 'f/1.8,', '28mm', '(wide),', '1/2.6"",', '1.12µm,', 'Las...']","['Single', '8', 'MP,', 'f/2.0,', '1/4"",', '1.12µm']","['Qualcomm', 'MSM8992', 'Snapdragon', '808', '(20', 'nm)']","['32GB', '3GB', 'RAM']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']","['About', '110', 'EUR']"
2157,LG,G4 Beat,"['5.2', 'inches,', '74.9', 'cm2']","['Single', '8', 'MP,', 'Laser', 'AF', '13', 'MP,', 'AF', '(Latin', 'America)']","['Single', '5', 'MP']","['Qualcomm', 'MSM8939', 'Snapdragon', '615', '(28', 'nm)']","['8GB', '1.5GB', 'RAM']","['Removable', 'Li-Ion', '2300', 'mAh', 'battery']",NaN
2158,LG,G4 Dual,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '16', 'MP,', 'f/1.8,', '28mm', '(wide),', '1/2.6"",', '1.12µm,', 'Las...']","['Single', '8', 'MP,', 'f/2.0']","['Qualcomm', 'MSM8992', 'Snapdragon', '808', '(20', 'nm)']","['32GB', '3GB', 'RAM']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2159,LG,G4 Stylus,"['5.7', 'inches,', '89.6', 'cm2']","['Single', '13', 'MP,', 'f/2.4,', 'Laser', 'AF,', 'OIS', '(H631,', 'H540,', 'H630D...']","['Single', '5', 'MP']","['Qualcomm', 'MSM8916', 'Snapdragon', '410', '(28', 'nm)', '-', 'H631...']","['8GB', '1GB', 'RAM', '(H635,H540,H630D,H542),', '16GB', '2GB', 'R...']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2160,LG,G4c,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8916', 'Snapdragon', '410', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2540', 'mAh', 'battery']",NaN
2161,LG,G5,"['5.3', 'inches,', '77.4', 'cm2']","['Dual', '16', 'MP,', 'f/1.8,', '26mm', '(wide),', '1/2.6"",', 'Laser', 'AF,', '3...']","['Single', '8', 'MP,', 'f/2.0,', '1/4"",', '1.12µm']","['Qualcomm', 'MSM8996', 'Snapdragon', '820', '(14', 'nm)']","['32GB', '4GB', 'RAM']","['Removable', 'Li-Ion', '2800', 'mAh', 'battery']",NaN
2162,LG,G5 SE,"['5.3', 'inches,', '77.4', 'cm2']","['Dual', '16', 'MP,', 'f/1.8,', '29mm', '(standard),', '1/2.6"",', 'Laser', 'A...']","['Single', '8', 'MP,', 'f/2.0']","['Qualcomm', 'MSM8976', 'Snapdragon', '652', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Removable', 'Li-Ion', '2800', 'mAh', 'battery']",NaN
2163,LG,G6,"['5.7', 'inches,', '84.1', 'cm2']","['Dual', '13', 'MP,', 'f/1.8,', '30mm', '(standard),', '1/3"",', '1.12µm,', 'P...']","['Single', '5', 'MP,', 'f/2.2,', '18mm']","['Qualcomm', 'MSM8996', 'Snapdragon', '821', '(14', 'nm)']","['32GB', '4GB', 'RAM,', '64GB', '4GB', 'RAM,', '128GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3300', 'mAh', 'battery']",NaN
2164,LG,G7 Fit,"['6.1', 'inches,', '91.3', 'cm2']","['Single', '16', 'MP,', 'f/2.2,', '28mm', '(wide),', '1/3.1"",', '1.0µm,', 'PDAF']","['Single', '8', 'MP,', 'f/1.9,', '26mm', '(wide),', '1.12µm']","['Qualcomm', 'MSM8996', 'Snapdragon', '821', '(14', 'nm)']","['32GB', '4GB', 'RAM,', '64GB', '4GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2165,LG,G7 One,"['6.1', 'inches,', '91.3', 'cm2']","['Single', '16', 'MP,', 'f/1.6,', '31mm', '(standard),', '1/3.1"",', '1.0µm,', '...']","['Single', '8', 'MP,', 'f/1.9,', '26mm', '(wide)']","['Qualcomm', 'MSM8998', 'Snapdragon', '835', '(10', 'nm)']","['32GB', '4GB', 'RAM,', '64GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
2166,LG,G7 ThinQ,"['6.1', 'inches,', '91.0', 'cm2']","['Dual', '16', 'MP,', 'f/1.6,', '30mm', '(wide),', '1/3.1"",', '1.0µm,', 'PDAF...']","['Single', '8', 'MP,', 'f/1.9,', '26mm', '(wide)']","['Qualcomm', 'SDM845', 'Snapdragon', '845', '(10', 'nm)']","['64GB', '4GB', 'RAM,', '128GB', '6GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
2167,LG,G8 ThinQ,"['6.1', 'inches,', '91.0', 'cm2']","['...', '12', 'MP,', 'f/1.5,', '27mm', '(standard),', '1/2.6"",', '1.4µm,', '...']","['Dual', '8', 'MP,', 'f/1.7,', '26mm', '(wide),', '1/3.6"",', '1.22µm,', 'AF', '...']","['Qualcomm', 'SDM855', 'Snapdragon', '855', '(7', 'nm)']","['128GB', '6GB', 'RAM']","['Non-removable', 'Li-Po', '3500', 'mAh', 'battery']",NaN
2168,LG,G8S ThinQ,"['6.21', 'inches,', '97.6', 'cm2']","['Triple', '12', 'MP,', 'f/1.8,', '27mm', '(standard),', '1.4µm,', 'PDAF,', 'OI...']","['Dual', '8', 'MP,', 'f/1.9,', '26mm', '(wide),', '1.12µm,', 'AF', 'TOF', '3D', 'ca...']","['Qualcomm', 'SDM855', 'Snapdragon', '855', '(7', 'nm)']","['64GB', '6GB', 'RAM,', '128GB', '6GB', 'RAM']","['Non-removable', 'Li-Po', '3550', 'mAh', 'battery']",NaN
2169,LG,G8X ThinQ,"['6.4', 'inches,', '100.5', 'cm2']","['Dual', '12', 'MP,', 'f/1.8,', '27mm', '(standard),', '1/2.6"",', '1.4µm,', '...']","['Single', '32', 'MP,', 'f/1.9,', '26mm', '(wide),', '0.8µm']","['Qualcomm', 'SDM855', 'Snapdragon', '855', '(7', 'nm)']","['128GB', '6GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
2170,LG,GS390 Prime,"['3.0', 'inches,', '25.6', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
2171,LG,GT550 Encore,"['3.0', 'inches,', '25.6', 'cm2']","['Single', '3.15', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2172,LG,GU200,"['1.77', 'inches,', '9.9', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']","['About', '60', 'EUR']"
2173,LG,GX F310L,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '2.1', 'MP']","['Qualcomm', 'Snapdragon', '600']","['32GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '3140', 'mAh', 'battery']","['About', '40', 'EUR']"
2174,LG,Harmony,"['5.3', 'inches,', '77.4', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8917', 'Snapdragon', '425', '(28', 'nm)']","['16GB', '1.5GB', 'RAM']","['Removable', 'Li-Ion', '2800', 'mAh', 'battery']",NaN
2175,LG,Intuition VS950,"['5.0', 'inches,', '77.4', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1.3', 'MP']",NaN,"['32GB', '1GB', 'RAM']","['Removable', 'Li-Po', '2080', 'mAh', 'battery']",NaN
2176,LG,Jil Sander Mobile,"['3.8', 'inches,', '41.1', 'cm2']","['Single', '5', 'MP,', 'AF']","['NaN', 'No']","['Qualcomm', 'QSD8650', 'Snapdragon', 'S1']",['16GB'],"['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
2177,LG,Joy,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP']","['Single', 'VGA']","['Qualcomm', 'MSM8210', 'Snapdragon', '200', '(28', 'nm)']","['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1900', 'mAh', 'battery']",NaN
2178,LG,K10,"['5.3', 'inches,', '77.4', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', 'AF', '(LTE', 'model)', '8', 'MP,', 'AF', '(3G', 'model)']","['Single', '5', 'MP,', 'f/2.4,', 'or', '8', 'MP']","['Qualcomm', 'MSM8916', 'Snapdragon', '410', '(28', 'nm)', '-', 'K420...']","['16GB', '1GB', 'RAM', '(K430DSF),', '16GB', '1.5GB', 'RAM', '(K420N,...']","['Removable', 'Li-Ion', '2300', 'mAh', 'battery']",NaN
2179,LG,K10 (2017),"['5.3', 'inches,', '77.4', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', '1/3"",', '1.12µm,', 'AF']","['Single', '5', 'MP,', 'f/2.4,', '1/5"",', '1.12µm']","['Mediatek', 'MT6750', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '2800', 'mAh', 'battery']",NaN
2180,LG,K10 (2018),"['5.3', 'inches,', '77.4', 'cm2']","['Single', '13', 'MP', 'or', '8', 'MP,', 'PDAF']","['Single', '8', 'MP', 'or', '5', 'MP']","['Mediatek', 'MT6750', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2181,LG,K11 Plus,"['5.3', 'inches,', '77.4', 'cm2']","['Single', '13', 'MP,', 'f2.2,', '26mm', '(wide),', '1/3.1"",', 'PDAF', '-', 'LG', 'K1...']","['Single', '5', 'MP,', 'f/2.2,', '18mm,', '1/5"",', '1.12µm']","['Mediatek', 'MT6750', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '2GB', 'RAM,', '32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']","['About', '150', 'EUR']"
2182,LG,K20 (2019),"['5.45', 'inches,', '76.7', 'cm2']","['Single', '8', 'MP,', 'f/2.0,', '27mm', '(wide),', '1.12µm,', 'AF']","['Single', '5', 'MP,', 'f/2.2,', '24mm', '(wide),', '1.12µm']","['Mediatek', 'MT6739', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2183,LG,K20 plus,"['5.3', 'inches,', '77.4', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', '1/3"",', '1.12µm,', 'AF']","['Single', '5', 'MP,', 'f/2.4,', '1/5"",', '1.12µm']","['Qualcomm', 'MSM8917', 'Snapdragon', '425', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '2700', 'mAh', 'battery']",NaN
2184,LG,K3,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '5', 'MP']","['Single', 'VGA']","['Mediatek', 'MT6737M', '-', 'K100Qualcomm', 'MSM8909', 'Snapdr...']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1940', 'mAh', 'battery']",NaN
2185,LG,K3 (2017),"['4.5', 'inches,', '55.8', 'cm2']","['Single', '5', 'MP']","['Single', '2', 'MP']","['Qualcomm', 'MSM8909', 'Snapdragon', '210', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2100', 'mAh', 'battery']",NaN
2186,LG,K30,"['5.3', 'inches,', '77.4', 'cm2']","['Single', '13', 'MP,', 'PDAF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8917', 'Snapdragon', '425', '(28', 'nm)']","['32GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '2880', 'mAh', 'battery']","['About', '90', 'EUR']"
2187,LG,K30 (2019),"['5.45', 'inches,', '76.7', 'cm2']","['Single', '8', 'MP,', 'f/2.0,', '27mm', '(wide),', '1.12µm,', 'AF']","['Single', '5', 'MP,', 'f/2.2,', '24mm', '(wide),', '1.12µm']","['Qualcomm', 'MSM8917', 'Snapdragon', '425', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2188,LG,K4,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '5', 'MP,', 'f/2.8,', 'AF']","['Single', '2', 'MP,', 'f/2.8']","['Mediatek', 'MT6735M', '-', 'K120E,', 'K130EQualcomm', 'MSM890...']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1940', 'mAh', 'battery']",NaN
2189,LG,K4 (2017),"['5.0', 'inches,', '69.6', 'cm2']","['Single', '5', 'MP,', 'f/2.6,', 'AF']","['Single', '5', 'MP,', 'f/2.7']","['Qualcomm', 'MSM8909', 'Snapdragon', '210', '(28', 'nm)']","['8GB/', '16GB', '(AT&T,', 'Cricket),', '1GB', 'RAM']","['Removable', 'Li-Ion', '2500', 'mAh', 'battery']",NaN
2190,LG,K40,"['5.7', 'inches,', '83.8', 'cm2']","['Single', '16', 'MP,', 'f/2.0,', '1/3"",', '1.0µm,', 'PDAF']","['Single', '8', 'MP,', 'f/2.0']","['Mediatek', 'MT6762', 'Helio', 'P22', '(12', 'nm)']","['32GB', '2GB', 'RAM,', '32GB', '3GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2191,LG,K40S,"['6.1', 'inches,', '92.9', 'cm2']","['Dual', '13', 'MP,', 'f/2.2,', '26mm', '(wide),', 'PDAF', '5', 'MP,', '(ultrawide)']","['Single', '13', 'MP,', 'f/2.0']","['Mediatek', 'MT6762', 'Helio', 'P22', '(12', 'nm)']","['32GB', '2GB', 'RAM,', '32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '3500', 'mAh', 'battery']",NaN
2192,LG,K5,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '5', 'MP,', 'f/2.8,', 'AF']","['Single', '2', 'MP,', 'f/2.8']","['Mediatek', 'MT6582', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1900', 'mAh', 'battery']","['About', '160', 'EUR']"
2193,LG,K50,"['6.26', 'inches,', '97.8', 'cm2']","['Dual', '13', 'MP,', 'f/2.2,', '26mm', '(wide),', 'PDAF', '2', 'MP,', 'f/2.4', 'de...']","['Single', '13', 'MP,', 'f/2.0']","['Mediatek', 'MT6762', 'Helio', 'P22', '(12', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '3500', 'mAh', 'battery']",NaN
2194,LG,K50S,"['6.5', 'inches,', '105.5', 'cm2']","['Triple', '13', 'MP,', 'f/2.2,', '26mm', '(wide),', 'PDAF', '5', 'MP,', '(ultrawi...']","['Single', '13', 'MP,', 'f/2.0']","['Mediatek', 'MT6762', 'Helio', 'P22', '(12', 'nm)']","['32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
2195,LG,K7,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '5', 'MP,', 'f/2.6,', 'or', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6580M', '(3G', 'model)Qualcomm', 'MSM8909', 'Sn...']","['8GB', '1GB', 'RAM', '(3G),', '8GB', '1.5GB', 'RAM', '(LTE),', '16GB', '1....']","['Removable', 'Li-Ion', '2125', 'mAh', 'battery']","['About', '200', 'EUR']"
2196,LG,K7 (2017),"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6737M', '(28', 'nm)']","['8GB', '1GB', 'RAM,', '16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '2500', 'mAh', 'battery']",NaN
2197,LG,K8,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'f/2.4,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6735', '(28', 'nm)']","['8GB', '1.5GB', 'RAM,', '16GB', '1.5GB', 'RAM']","['Removable', 'Li-Ion', '2125', 'mAh', 'battery']",NaN
2198,LG,K8 (2017),"['5.0', 'inches,', '69.4', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', '1/3"",', '1.12µm,', 'AF']","['Single', '5', 'MP,', 'f/2.4,', '1/5"",', '1.12µm']","['Qualcomm', 'MSM8917', 'Snapdragon', '425', '(28', 'nm)Mediate...']","['16GB', '1.5GB', 'RAM']","['Removable', 'Li-Ion', '2500', 'mAh', 'battery']",NaN
2199,LG,K8 (2018),"['5.0', 'inches,', '68.9', 'cm2']","['Single', 'NaN']","['Single', 'NaN']","['Qualcomm', 'MSM8909', 'Snapdragon', '210', '(28', 'nm)', '-', 'Glob...']","['16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '2500', 'mAh', 'battery']",NaN
2200,LG,L Bello,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1', 'MP']","['Mediatek', 'MT6582', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2540', 'mAh', 'battery']",NaN
2201,LG,L Fino,"['4.5', 'inches,', '57.6', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8212', 'Snapdragon', '200', '(28', 'nm)']","['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1900', 'mAh', 'battery']",NaN
2202,LG,L Prime,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP']","['Single', '1.3', 'MP']",NaN,"['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2460', 'mAh', 'battery']",NaN
2203,LG,L20,"['3.0', 'inches,', '27.9', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']","['Mediatek', 'MT6572M', '(28', 'nm)']","['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1540', 'mAh', 'battery']",NaN
2204,LG,L30,"['3.2', 'inches,', '31.7', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']","['Mediatek', 'MT6572M', '(28', 'nm)']","['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1540', 'mAh', 'battery']","['About', '50', 'EUR']"
2205,LG,L35,"['3.2', 'inches,', '30.5', 'cm2']","['Single', '3.15', 'MP']","['NaN', 'No']","['Qualcomm', 'MSM8210', 'Snapdragon', '200', '(28', 'nm)']","['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1540', 'mAh', 'battery']","['About', '60', 'EUR']"
2206,LG,L40 D160,"['3.5', 'inches,', '36.5', 'cm2']","['Single', '3.15', 'MP']","['NaN', 'No']","['Qualcomm', 'MSM8210', 'Snapdragon', '200', '(28', 'nm)']","['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1540', 'mAh', 'battery']",NaN
2207,LG,L40 Dual D170,"['3.5', 'inches,', '36.5', 'cm2']","['Single', '3.15', 'MP']","['NaN', 'No']","['Qualcomm', 'MSM8210/MSM8610', 'Snapdragon', '200', '(28', 'nm)']","['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1700/1540', 'mAh', 'battery']",NaN
2208,LG,L45 Dual X132,"['3.5', 'inches,', '36.5', 'cm2']","['Single', '5', 'MP']","['Single', 'VGA']",NaN,"['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1540', 'mAh', 'battery']",NaN
2209,LG,L50,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '3.15', 'MP']","['Single', 'VGA']","['Mediatek', 'MT6572', '(28', 'nm)']","['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1900', 'mAh', 'battery']",NaN
2210,LG,L60,"['4.3', 'inches,', '52.6', 'cm2']","['Single', '5', 'MP']","['Single', 'VGA']",NaN,"['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1540', 'mAh', 'battery']",NaN
2211,LG,L60 Dual,"['4.3', 'inches,', '52.6', 'cm2']","['Single', '5', 'MP']","['Single', 'VGA']",NaN,"['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1700', 'mAh', 'battery']",NaN
2212,LG,L65 D280,"['4.3', 'inches,', '52.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8210', 'Snapdragon', '200', '(28', 'nm)']","['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2100', 'mAh', 'battery']",NaN
2213,LG,L65 Dual D285,"['4.3', 'inches,', '52.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8210', 'Snapdragon', '200', '(28', 'nm)']","['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2100', 'mAh', 'battery']",NaN
2214,LG,L70 D320N,"['4.5', 'inches,', '57.6', 'cm2']","['Single', '5', 'MP,', 'AF', '8', 'MP,', 'AF', '(D320F8', 'only)']","['Single', 'VGA']","['Qualcomm', 'MSM8210', 'Snapdragon', '200', '(28', 'nm)']","['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2100', 'mAh', 'battery']",NaN
2215,LG,L70 Dual D325,"['4.5', 'inches,', '57.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8210', 'Snapdragon', '200', '(28', 'nm)']","['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2100', 'mAh', 'battery']",NaN
2216,LG,L80,"['5.0', 'inches,', '71.2', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1.3', 'MP']",NaN,"['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2540', 'mAh', 'battery']",NaN
2217,LG,L80 Dual,"['5.0', 'inches,', '71.2', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8210', 'Snapdragon', '200', '(28', 'nm)']","['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2540', 'mAh', 'battery']",NaN
2218,LG,L90 D405,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '5', 'MP', 'or', '8', 'MP,', 'AF']","['Single', '1.3', 'MP/', 'VGA']","['Qualcomm', 'MSM8226', 'Snapdragon', '400', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2540', 'mAh', 'battery']","['About', '120', 'EUR']"
2219,LG,L90 Dual D410,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '5', 'MP', 'or', '8', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8226', 'Snapdragon', '400', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Po', '2540', 'mAh', 'battery']",NaN
2220,LG,Leon,"['4.5', 'inches,', '55.8', 'cm2']","['Single', '5', 'MP', 'or', '8', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8916', 'Snapdragon', '410', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1900', 'mAh', 'battery']",NaN
2221,LG,Lucid 3 VS876,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']",NaN,"['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2440', 'mAh', 'battery']",NaN
2222,LG,Lucid 4G VS840,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'Snapdragon', 'S3']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1700', 'mAh', 'battery']",NaN
2223,LG,Lucid2 VS870,"['4.3', 'inches,', '51.0', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'MSM8960', 'Snapdragon', 'S4', 'Plus']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2460', 'mAh', 'battery']",NaN
2224,LG,Mach LS860,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8960', 'Snapdragon', 'S4', 'Plus']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1700', 'mAh', 'battery']",NaN
2225,LG,Magna,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'f/2.4,', 'AF']","['Single', '5', 'MP']","['Mediatek', 'MT6582', '-', 'H502', 'model']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2540', 'mAh', 'battery']",NaN
2226,LG,Marquee LS855,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']",NaN,"['4GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
