id,brand,name,display_size,main_camera,selfie_camera,chipset,storage_and_ram,battary,price
2055,Lenovo,Z5,"['6.2', 'inches,', '96.9', 'cm2']","['Dual', '16', 'MP,', 'f/2.0,', 'PDAF', '8', 'MP']","['Single', '8', 'MP,', 'f/2.0']","['Qualcomm', 'SDM636', 'Snapdragon', '636', '(14', 'nm)']","['64GB', '6GB', 'RAM,', '128GB', '6GB', 'RAM']","['Non-removable', 'Li-Ion', '3300', 'mAh', 'battery']","['About', '190', 'EUR']"
2056,Lenovo,Z5 Pro,"['6.39', 'inches,', '100.2', 'cm2']","['Dual', '16', 'MP,', 'f/1.8,', '1/2.6"",', '1.22µm,', 'PDAF', '24', 'MP,', '1/2....']","['Dual', 'Manual', 'pop-up', '16', 'MP,', 'f/2.2', 'Manual', 'pop-up', '8', 'MP']","['Qualcomm', 'SDM710', 'Snapdragon', '710', '(10', 'nm)']","['64GB', '6GB', 'RAM,', '128GB', '6GB', 'RAM']","['Non-removable', 'Li-Po', '3350', 'mAh', 'battery']",NaN
2057,Lenovo,Z5 Pro GT,"['6.39', 'inches,', '100.2', 'cm2']","['Dual', '16', 'MP,', 'f/1.8,', '1/2.6"",', '1.22µm,', 'PDAF', '24', 'MP,', '1/2....']","['Dual', 'Manual', 'pop-up', '16', 'MP,', 'f/2.2', 'Manual', 'pop-up', '8', 'MP']","['Qualcomm', 'SDM855', 'Snapdragon', '855', '(7', 'nm)']","['128GB', '8GB', 'RAM,', '512GB', '12GB', 'RAM']","['Non-removable', 'Li-Po', '3350', 'mAh', 'battery']",NaN
2058,Lenovo,Z5s,"['6.3', 'inches,', '97.4', 'cm2']","['Triple', '16', 'MP,', 'f/1.8,', '26mm', '(wide),', 'PDAF', '8', 'MP,', 'f/2.4,', '(...']","['Single', '16', 'MP,', 'f/2.0']","['Qualcomm', 'SDM710', 'Snapdragon', '710', '(10', 'nm)']","['64GB', '4GB', 'RAM,', '128GB', '6GB', 'RAM']","['Non-removable', 'Li-Ion', '3300', 'mAh', 'battery']","['About', '400', 'EUR']"
2059,Lenovo,Z6,"['6.39', 'inches,', '100.2', 'cm2']","['Triple', '24', 'MP,', 'f/1.8,', '(wide),', '1/2.8"",', '0.9µm,', 'PDAF', '8', 'MP...']","['Single', '16', 'MP']","['Qualcomm', 'SDM730', 'Snapdragon', '730', '(8', 'nm)']","['64GB', '6GB', 'RAM,', '128GB', '6GB', 'RAM,', '128GB', '8GB', 'RAM']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
2060,Lenovo,Z6 Pro,"['6.39', 'inches,', '100.2', 'cm2']","['Quad', '48', 'MP,', 'f/1.8,', '28mm', '(wide),', '1/2"",', '0.8µm,', 'PDAF', '8...']","['Single', '32', 'MP,', 'f/2.0,', '0.8µm']","['Qualcomm', 'SDM855', 'Snapdragon', '855', '(7', 'nm)']","['128GB', '6GB', 'RAM,', '128GB', '8GB', 'RAM,', '256GB', '8GB', 'RAM,', '5...']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']","['About', '250', 'EUR']"
2061,Lenovo,Z6 Pro 5G,"['6.39', 'inches,', '100.2', 'cm2']","['Quad', '48', 'MP,', 'f/1.8,', '(wide),', '1/2"",', '0.8µm,', 'PDAF', '8', 'MP,', '...']","['Single', '32', 'MP,', 'f/2.0,', '0.8µm']","['Qualcomm', 'SDM855', 'Snapdragon', '855', '(7', 'nm)']","['128GB', '6GB', 'RAM,', '128GB', '8GB', 'RAM,', '256GB', '8GB', 'RAM,', '5...']","['Non-removable', 'Li-Po', '4000', 'mAh', 'battery']",NaN
2062,Lenovo,Z6 Youth,"['6.3', 'inches,', '97.4', 'cm2']","['Triple', '16', 'MP,', 'f/1.8,', 'PDAF', '8', 'MP,', 'f/2.4,', '(telephoto),', 'P...']","['Single', '16', 'MP']","['Qualcomm', 'SDM710', 'Snapdragon', '710', '(10', 'nm)']","['64GB', '4GB', 'RAM,', '128GB', '6GB', 'RAM']","['Non-removable', 'Li-Po', '4050', 'mAh', 'battery']","['About', '400', 'EUR']"
2063,Lenovo,ZUK Edge,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', '1.34µm,', 'PDAF']","['Single', '8', 'MP,', 'f/2.2,', '1/4"",', '1.12µm']","['Qualcomm', 'MSM8996', 'Snapdragon', '821', '(14', 'nm)']","['64GB', '4GB', 'RAM,', '64GB', '6GB', 'RAM']","['Non-removable', 'Li-Ion', '3100', 'mAh', 'battery']",NaN
2064,Lenovo,ZUK Z1,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', '1.12µm,', 'AF,', 'OIS']","['Single', '8', 'MP,', 'f/2.2']","['Qualcomm', 'MSM8974AC', 'Snapdragon', '801', '(28', 'nm)']","['64GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '4100', 'mAh', 'battery']",NaN
2066,Lenovo,ZUK Z2,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', '1/2.6"",', '1.34µm,', 'PDAF']","['Single', '8', 'MP,', 'f/2.0,', '1/3.2"",', '1.4µm']","['Qualcomm', 'MSM8996', 'Snapdragon', '820', '(14', 'nm)']","['32GB', '3GB', 'RAM,', '64GB', '4GB', 'RAM']","['Non-removable', 'Li-Po', '3500', 'mAh', 'battery']",NaN
2067,Lenovo,ZUK Z2 Pro,"['5.2', 'inches,', '74.5', 'cm2']","['Single', '13', 'MP,', 'f/1.8,', '1.34µm,', 'PDAF,', 'OIS']","['Single', '8', 'MP,', 'f/2.0,', '1/3.2"",', '1.4µm']","['Qualcomm', 'MSM8996', 'Snapdragon', '820', '(14', 'nm)']","['64GB', '4GB', 'RAM,', '128GB', '6GB', 'RAM']","['Non-removable', 'Li-Ion', '3100', 'mAh', 'battery']",NaN
2068,LG,450,"['2.2', 'inches,', '15.2', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2069,LG,A100,"['1.5', 'inches,', '7.3', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2070,LG,A120,"['1.77', 'inches,', '9.9', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']","['About', '30', 'EUR']"
2071,LG,A140,"['1.7', 'inches,', '9.1', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '670', 'mAh', 'battery']",NaN
2072,LG,A155,"['2.0', 'inches,', '12.6', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
2073,LG,A160,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2074,LG,A165,"['2.0', 'inches,', '12.6', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2075,LG,A180,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2076,LG,A190,"['1.52', 'inches,', '7.5', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2077,LG,A200,"['2.2', 'inches,', '15.2', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
2078,LG,A230,"['1.77', 'inches,', '9.9', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2079,LG,A250,"['2.2', 'inches,', '15.2', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
2080,LG,A258,"['2.2', 'inches,', '15.2', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
2081,LG,A270,"['1.45', 'inches,', '6.8', 'cm2']",NaN,NaN,NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']","['About', '80', 'EUR']"
2082,LG,A290,"['2.2', 'inches,', '15.2', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
2083,LG,A350,"['2.2', 'inches,', '15.2', 'cm2']","['Single', '1.3', 'MP']","['Single', 'Yes']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2084,LG,A390,"['2.2', 'inches,', '15.0', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1700', 'mAh', 'battery']",NaN
2085,LG,A395,"['2.2', 'inches,', '15.0', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1500', 'mAh', 'battery']","['About', '40', 'EUR']"
2086,LG,AKA,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'Laser', 'AF']","['Single', '2.1', 'MP']","['Qualcomm', 'Snapdragon', '400', '(28', 'nm)']","['16GB', '1.5GB', 'RAM']","['Removable', 'Li-Ion', '2610', 'mAh', 'battery']","['About', '90', 'EUR']"
2087,LG,Apex,"['3.2', 'inches,', '29.1', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['NaN', 'No']","['Qualcomm', 'MSM7627']","['512MB', '256MB', 'RAM']","['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
2088,LG,Aristo 2,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '13', 'MP,', 'f/2.2,', '1/3"",', '1.12µm,', 'PDAF']","['Single', '5', 'MP,', 'f/2.4,', '1/5"",', '1.12µm']","['Qualcomm', 'MSM8917', 'Snapdragon', '425', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '2410', 'mAh', 'battery']",NaN
2089,LG,Axis,"['3.2', 'inches,', '29.1', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['NaN', 'No']","['Qualcomm', 'MSM7627']","['512MB', '256MB', 'RAM']","['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
2090,LG,Bello II,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']",NaN,"['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2540', 'mAh', 'battery']","['About', '70', 'EUR']"
2091,LG,C199,"['2.3', 'inches,', '16.4', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1100', 'mAh', 'battery']",NaN
2092,LG,C299,"['2.2', 'inches,', '15.0', 'cm2']","['Single', 'VGA']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2093,LG,C310,"['2.4', 'inches,', '17.8', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1250', 'mAh', 'battery']",NaN
2094,LG,C320 InTouch Lady,"['2.4', 'inches,', '17.8', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
2095,LG,C360,"['2.3', 'inches,', '16.4', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2096,LG,C365,"['2.3', 'inches,', '16.4', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2097,LG,C375 Cookie Tweet,"['2.3', 'inches,', '16.4', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '950', 'mAh', 'battery']",NaN
2098,LG,Candy,"['5.0', 'inches,', '68.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '5', 'MP']",NaN,"['16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '2500', 'mAh', 'battery']",NaN
2099,LG,Connect 4G MS840,"['4.0', 'inches,', '44.5', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8660', 'Snapdragon', 'S3']","['4GB', '(1.9GB', 'user', 'available),', '1GB', 'RAM']","['Removable', 'Li-Ion', '1540', 'mAh', 'battery']","['About', '80', 'EUR']"
2100,LG,Cookie WiFi T310i,"['2.8', 'inches,', '24.3', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
2101,LG,Cosmos 2,"['2.0', 'inches,', '12.4', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '900', 'mAh', 'battery']",NaN
2102,LG,Cosmos Touch VN270,"['2.8', 'inches,', '22.3', 'cm2']","['Single', '1.3', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
2103,LG,DoublePlay,"['3.5', 'inches,', '36.5', 'cm2']","['Single', '5', 'MP,', 'AF']","['NaN', 'No']","['Qualcomm', 'Snapdragon']","['2GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
2104,LG,EGO T500,"['2.8', 'inches,', '24.3', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1280', 'mAh', 'battery']",NaN
2105,LG,EGO Wi-Fi,"['2.8', 'inches,', '24.3', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', 'battery']",NaN
2106,LG,Enact VS890,"['4.0', 'inches,', '45.5', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8930', 'Snapdragon', '400', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2460', 'mAh', 'battery']",NaN
2107,LG,Enlighten VS700,"['3.2', 'inches,', '30.5', 'cm2']","['Single', '3.15', 'MP,', 'AF']","['NaN', 'No']","['Qualcomm', 'MSM7627T']",['150MB'],"['Removable', 'Li-Ion', '1540', 'mAh', 'battery']",NaN
2108,LG,Escape P870,"['4.3', 'inches,', '51.0', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'MSM8960L', 'Snapdragon', 'S4', 'Plus']","['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2150', 'mAh', 'battery']",NaN
2109,LG,Esteem MS910,"['4.3', 'inches,', '52.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'MSM8655', 'Snapdragon', 'S2']","['8GB', '512MB', 'RAM']","['Removable', 'Li-Ion', '1500', 'mAh', 'battery']",NaN
2110,LG,Extravert VN271,"['2.8', 'inches,', '22.3', 'cm2']","['Single', '2', 'MP']","['NaN', 'No']",NaN,NaN,"['Removable', 'Li-Ion', '1000', 'mAh', 'battery']",NaN
2111,LG,F60,"['4.5', 'inches,', '57.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8916', 'Snapdragon', '410', '(28', 'nm)']","['4GB', '1GB', 'RAM,', '8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2100', 'mAh', 'battery']",NaN
2112,LG,F70 D315,"['4.5', 'inches,', '57.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', 'VGA']","['Qualcomm', 'MSM8926', 'Snapdragon', '400', '(28', 'nm)']","['4GB', '1GB', 'RAM,', '8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2440', 'mAh', 'battery']",NaN
2113,LG,Fireweb,"['4.0', 'inches,', '47.6', 'cm2']","['Single', '5', 'MP']","['NaN', 'No']","['Qualcomm', 'MSM7227A', 'Snapdragon', 'S1']",['2GB'],"['Removable', 'Li-Ion', '1540', 'mAh', 'battery']",NaN
2114,LG,G Flex,"['6.0', 'inches,', '99.2', 'cm2']","['Single', '13', 'MP,', 'f/2.4,', 'AF']","['Single', '2.1', 'MP']","['Qualcomm', 'MSM8974', 'Snapdragon', '800', '(28', 'nm)']","['32GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '3500', 'mAh', 'battery']","['About', '150', 'EUR']"
2115,LG,G Flex2,"['5.5', 'inches,', '82.6', 'cm2']","['Single', '13', 'MP,', 'f/2.4,', 'Laser', 'AF,', 'OIS']","['Single', '2.1', 'MP']","['Qualcomm', 'MSM8994', 'Snapdragon', '810', '(20', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '3GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']",NaN
2116,LG,G Pad 10.1,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'MSM8226', 'Snapdragon', '400', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '8000', 'mAh', 'battery']",NaN
2117,LG,G Pad 10.1 LTE,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '1.3', 'MP']",NaN,"['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '8000', 'mAh', 'battery']","['About', '260', 'EUR']"
2118,LG,G Pad 7.0,"['7.0', 'inches,', '142.1', 'cm2']","['Single', '3.15', 'MP']","['Single', '1.3', 'MP']","['Qualcomm', 'MSM8226', 'Snapdragon', '400', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '4000', 'mAh', 'battery']",NaN
2119,LG,G Pad 7.0 LTE,"['7.0', 'inches,', '142.1', 'cm2']","['Single', '5', 'MP']","['Single', 'Yes']","['Qualcomm', 'Snapdragon', '400', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '4000', 'mAh', 'battery']","['About', '160', 'EUR']"
2120,LG,G Pad 8.0,"['8.0', 'inches,', '185.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'MSM8226', 'Snapdragon', '400', '(28', 'nm)']","['16GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '4200', 'mAh', 'battery']","['About', '190', 'EUR']"
2121,LG,G Pad 8.0 LTE,"['8.0', 'inches,', '187.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'MSM8926', 'Snapdragon', '400', '(28', 'nm)']","['16GB', '1GB', 'RAM,', '32GB', '1GB', 'RAM']","['Non-removable', 'Li-Ion', '4200', 'mAh', 'battery']",NaN
2122,LG,G Pad 8.3,"['8.3', 'inches,', '199.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'APQ8064', 'Pro', 'Snapdragon', '600']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '4600', 'mAh', 'battery']",NaN
2123,LG,G Pad 8.3 LTE,"['8.3', 'inches,', '199.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'APQ8064', 'Pro', 'Snapdragon', '600']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '4600', 'mAh', 'battery']",NaN
2124,LG,G Pad II 10.1,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']","['Qualcomm', 'Snapdragon', '800', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '7400', 'mAh', 'battery']",NaN
2125,LG,G Pad II 8.0 LTE,"['8.0', 'inches,', '185.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '2', 'MP']","['Qualcomm', 'MSM8926', 'Snapdragon', '400', '(28', 'nm)']","['32GB', '1.5GB', 'RAM']","['Non-removable', 'Li-Ion', '4200', 'mAh', 'battery']","['About', '250', 'EUR']"
2126,LG,G Pad II 8.3 LTE,"['8.3', 'inches,', '199.8', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '2', 'MP']","['Qualcomm', 'MSM8939', 'Snapdragon', '615', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '4800', 'mAh', 'battery']","['About', '300', 'EUR']"
2127,LG,G Pad III 10.1 FHD,"['10.1', 'inches,', '295.8', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8952', 'Snapdragon', '617', '(28', 'nm)']","['32GB', '2GB', 'RAM']","['Non-removable', '6000', 'mAh', 'battery']",NaN
2128,LG,G Pad III 8.0 FHD,"['8.0', 'inches,', '185.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8952', 'Snapdragon', '617', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Non-removable', '4800', 'mAh', 'battery']","['About', '250', 'EUR']"
2129,LG,G Pad IV 8.0 FHD,"['8.0', 'inches,', '185.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8940', 'Snapdragon', '435', '(28', 'nm)']","['32GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '3000', 'mAh', 'battery']","['About', '300', 'EUR']"
2130,LG,G Pad X 8.0,"['8.0', 'inches,', '185.6', 'cm2']","['Single', '5', 'MP,', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8939', 'Snapdragon', '615', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '2GB', 'RAM']","['Non-removable', 'Li-Ion', '4800', 'mAh', 'battery']",NaN
2131,LG,G Pro 2,"['5.9', 'inches,', '96.0', 'cm2']","['Single', '13', 'MP,', 'AF,', 'OIS']","['Single', '2.1', 'MP']","['Qualcomm', 'MSM8974', 'Snapdragon', '800', '(28', 'nm)']","['16GB', '3GB', 'RAM,', '32GB', '3GB', 'RAM']","['Removable', 'Li-Ion', '3200', 'mAh', 'battery']",NaN
2132,LG,G Pro Lite,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Mediatek', 'MT6577', '(40', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '3140', 'mAh', 'battery']",NaN
2133,LG,G Pro Lite Dual,"['5.5', 'inches,', '83.4', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Mediatek', 'MT6577', '(40', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '3140', 'mAh', 'battery']",NaN
2134,LG,G Stylo,"['5.7', 'inches,', '89.6', 'cm2']","['Single', '8', 'MP,', 'f/2.4,', 'Laser', 'AF']","['Single', '5', 'MP']","['Qualcomm', 'MSM8916', 'Snapdragon', '410', '(28', 'nm)']","['8GB', '1GB', 'RAM,', '16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2135,LG,G Vista,"['5.7', 'inches,', '89.6', 'cm2']","['Single', '8', 'MP,', 'Laser', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'Snapdragon', '400', '(28', 'nm)']","['8GB', '1.5GB', 'RAM']","['Removable', 'Li-Ion', '3200', 'mAh', 'battery']",NaN
2136,LG,G Vista (CDMA),"['5.7', 'inches,', '89.6', 'cm2']","['Single', '8', 'MP,', 'Laser', 'AF']","['Single', '1.3', 'MP']",NaN,"['8GB', '1.5GB', 'RAM']","['Removable', 'Li-Ion', '3200', 'mAh', 'battery']",NaN
2137,LG,G Vista 2,"['5.7', 'inches,', '89.6', 'cm2']","['Single', '13', 'MP,', 'Laser', 'AF,', 'OIS']","['Single', '5', 'MP']","['Qualcomm', 'MSM8952', 'Snapdragon', '617', '(28', 'nm)']","['16GB', '2GB', 'RAM']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
2138,LG,G Watch R W110,"['1.3', 'inches,', '11.0', 'cm2']",NaN,NaN,"['Qualcomm', 'Snapdragon', '400', '(28', 'nm)']","['4GB', '512MB', 'RAM']","['Non-removable', 'Li-Ion', '410', 'mAh', 'battery']","['About', '190', 'EUR']"
2139,LG,G Watch W100,"['1.65', 'inches,', '8.8', 'cm2']",NaN,NaN,"['Qualcomm', 'Snapdragon', '400', '(28', 'nm)']","['4GB', '512MB', 'RAM']","['Non-removable', 'Li-Ion', '400', 'mAh', 'battery']","['About', '270', 'EUR']"
2140,LG,G2,"['5.2', 'inches,', '74.5', 'cm2']","['Single', '13', 'MP,', 'f/2.4,', '29mm', '(standard),', '1/3"",', '1.12µm,', 'A...']","['Single', '2.1', 'MP']","['Qualcomm', 'MSM8974', 'Snapdragon', '800', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '2GB', 'RAM']","['Non-removable', 'Li-Po', '3000', 'mAh', 'battery']","['About', '90', 'EUR']"
2141,LG,G2 Lite,"['4.5', 'inches,', '57.6', 'cm2']","['Single', '8', 'MP']","['Single', 'VGA']",NaN,"['4GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '1820', 'mAh', 'battery']",NaN
2142,LG,G2 mini,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'MSM8226', 'Snapdragon', '400', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2440', 'mAh', 'battery']",NaN
2143,LG,G2 mini LTE,"['4.7', 'inches,', '60.9', 'cm2']","['Single', '8', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Qualcomm', 'MSM8926', 'Snapdragon', '400', '(28', 'nm)']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2440', 'mAh', 'battery']",NaN
2144,LG,G2 mini LTE (Tegra),"['4.7', 'inches,', '60.9', 'cm2']","['Single', '13', 'MP,', 'AF']","['Single', '1.3', 'MP']","['Nvidia', 'Tegra', '4i']","['8GB', '1GB', 'RAM']","['Removable', 'Li-Ion', '2440', 'mAh', 'battery']",NaN
2145,LG,G3,"['5.5', 'inches,', '82.2', 'cm2']","['Single', '13', 'MP,', 'f/2.4,', '29mm', '(standard),', '1/3"",', '1.12µm,', 'P...']","['Single', '2.1', 'MP,', 'f/2.0']","['Qualcomm', 'MSM8974AC', 'Snapdragon', '801', '(28', 'nm)']","['16GB', '2GB', 'RAM,', '32GB', '3GB', 'RAM']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']","['About', '240', 'EUR']"
2146,LG,G3 (CDMA),"['5.5', 'inches,', '82.2', 'cm2']","['Single', '13', 'MP,', '1/3"",', 'PDAF,', 'Laser', 'AF,', 'OIS']","['Single', '2.1', 'MP']","['Qualcomm', 'MSM8975AC', 'Snapdragon', '801', '(28', 'nm)']","['32GB', '3GB', 'RAM']","['Removable', 'Li-Ion', '3000', 'mAh', 'battery']",NaN
